,index,price,year,manufacturer,model,nummodel,cylinders,numcylinders,odometer,title_status,numtitle_status,transmission,numtransmission,drive,numdrive,size,numsize,type,numtype,paint_color,numpaint_color,state,numstate
6256,6256,12500,2010,ford,f-150 xlt,991,8 cylinders,2,135000.0,lien,1,automatic,0,rwd,2,full-size,1,pickup,5,grey,5,fl,9
6257,6257,3000,2002,toyota,4runner sr5,48,6 cylinders,1,278751.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,silver,9,fl,9
6258,6258,26700,2013,chevrolet,silverado 1500 ltz,1812,8 cylinders,2,52279.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,red,8,fl,9
6259,6259,8200,2011,chevrolet,colorado,420,4 cylinders,0,118470.0,clean,0,automatic,0,rwd,2,mid-size,2,pickup,5,white,10,fl,9
6260,6260,2500,2004,ford,expedition,833,8 cylinders,2,145000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,white,10,fl,9
6261,6261,4600,2006,toyota,corolla,433,4 cylinders,0,134600.0,clean,0,manual,1,fwd,1,mid-size,2,sedan,6,silver,9,fl,9
6262,6262,5900,2010,honda,civic hybrid,370,4 cylinders,0,96502.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,black,0,fl,9
6263,6263,10995,2010,toyota,camry le,276,4 cylinders,0,56286.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,brown,2,fl,9
6264,6264,27995,2014,toyota,4runner sr5 4x4,51,6 cylinders,1,73821.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,fl,9
6265,6265,14995,2012,toyota,camry le,276,4 cylinders,0,31906.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,brown,2,fl,9
6266,6266,9995,2007,ford,e250 cargo van,645,8 cylinders,2,129964.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,fl,9
6267,6267,27800,2017,ford,expedition el limited,843,6 cylinders,1,90000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,white,10,fl,9
6268,6268,7488,2009,toyota,corolla,433,4 cylinders,0,87338.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,fl,9
6269,6269,9750,2001,ford,corolla,433,8 cylinders,2,194000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,black,0,fl,9
6270,6270,9800,2006,toyota,rav4 limited,1704,4 cylinders,0,98000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,silver,9,fl,9
6271,6271,3200,2005,toyota,prius hybrid,1622,4 cylinders,0,230000.0,clean,0,automatic,0,fwd,1,sub-compact,3,hatchback,3,black,0,fl,9
6272,6272,2800,2004,chevrolet,astro van,164,6 cylinders,1,189000.0,clean,0,automatic,0,rwd,2,full-size,1,mini-van,4,blue,1,fl,9
6273,6273,12800,2012,toyota,camry,262,4 cylinders,0,80966.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,fl,9
6274,6274,10790,2017,ford,escape,768,4 cylinders,0,118776.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,black,0,fl,9
6275,6275,5950,2012,chevrolet,cruze,542,4 cylinders,0,89796.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,fl,9
6276,6276,13500,2015,honda,fit se,1207,4 cylinders,0,48100.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,black,0,fl,9
6277,6277,4750,2007,chevrolet,impala,1403,6 cylinders,1,133000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,black,0,fl,9
6278,6278,5800,2006,honda,civic,342,4 cylinders,0,106000.0,clean,0,manual,1,fwd,1,compact,0,coupe,2,grey,5,fl,9
6279,6279,3995,2005,ford,escape,768,4 cylinders,0,143000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,blue,1,fl,9
6280,6280,12000,2002,ford,f350 superduty,1167,8 cylinders,2,234000.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,blue,1,fl,9
6281,6281,6995,2004,ford,ranger,1657,6 cylinders,1,123075.0,clean,0,automatic,0,rwd,2,compact,0,pickup,5,white,10,fl,9
6282,6282,5495,2006,chevrolet,hhr,1341,4 cylinders,0,88467.0,clean,0,automatic,0,fwd,1,compact,0,wagon,8,brown,2,fl,9
6283,6283,16500,2014,ford,explorer xlt 4x4,901,6 cylinders,1,106993.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,fl,9
6284,6284,14500,2015,ford,edge sel,713,6 cylinders,1,117438.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,white,10,fl,9
6285,6285,3500,2004,ford,e150,636,6 cylinders,1,227000.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,fl,9
6286,6286,3000,2011,toyota,prius,1604,4 cylinders,0,275422.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,grey,5,fl,9
6287,6287,22995,2017,chevrolet,impala lt,1415,6 cylinders,1,18322.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,fl,9
6288,6288,6200,2006,ford,mustang,1497,6 cylinders,1,120000.0,clean,0,automatic,0,rwd,2,mid-size,2,coupe,2,green,4,fl,9
6289,6289,10800,2007,ford,expedition limited,852,8 cylinders,2,130123.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,custom,3,fl,9
6290,6290,12995,2015,honda,fit lx,1205,4 cylinders,0,58838.0,clean,0,automatic,0,fwd,1,sub-compact,3,wagon,8,yellow,11,fl,9
6291,6291,3995,2003,chevrolet,blazer,212,4 cylinders,0,204000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,white,10,fl,9
6292,6292,5995,2009,chevrolet,equinox lt,757,6 cylinders,1,154114.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,silver,9,fl,9
6293,6293,3800,2005,chevrolet,2500hd 4.8l cargo,22,8 cylinders,2,238000.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,fl,9
6294,6294,17500,2014,ford,expedition el,840,8 cylinders,2,118123.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,red,8,fl,9
6295,6295,3800,2005,chevrolet,2500 hd 4.8l v8 cargo,15,8 cylinders,2,238000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,white,10,fl,9
6296,6296,3200,2010,chevrolet,hhr ls,1343,4 cylinders,0,151000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,white,10,fl,9
6297,6297,2900,2008,chevrolet,hhr ls,1343,4 cylinders,0,154000.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,blue,1,fl,9
6298,6298,11800,2009,ford,f-150,951,8 cylinders,2,85500.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,brown,2,fl,9
6299,6299,23750,2003,chevrolet,corvette,468,8 cylinders,2,56251.0,clean,0,automatic,0,rwd,2,mid-size,2,convertible,1,red,8,fl,9
6300,6300,13999,2004,ford,thunderbird,2046,8 cylinders,2,85873.0,clean,0,automatic,0,rwd,2,mid-size,2,convertible,1,blue,1,fl,9
6301,6301,14995,2017,toyota,corolla le,443,4 cylinders,0,43745.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,fl,9
6302,6302,3650,2010,ford,crown victoria police,532,8 cylinders,2,166000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,fl,9
6303,6303,25000,2003,chevrolet,corvette,468,8 cylinders,2,23000.0,clean,0,automatic,0,rwd,2,compact,0,convertible,1,custom,3,fl,9
6304,6304,2350,2007,chevrolet,trailblazer 4x4,2060,6 cylinders,1,180000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,grey,5,fl,9
6305,6305,9995,2011,ford,ranger,1657,4 cylinders,0,122304.0,clean,0,automatic,0,rwd,2,mid-size,2,pickup,5,white,10,fl,9
6306,6306,5999,2008,ford,ranger,1657,4 cylinders,0,174000.0,clean,0,automatic,0,rwd,2,mid-size,2,pickup,5,white,10,fl,9
6307,6307,10500,2012,ford,mustang,1497,4 cylinders,0,101000.0,clean,0,automatic,0,rwd,2,mid-size,2,convertible,1,black,0,fl,9
6308,6308,7000,2010,chevrolet,impala lt,1415,6 cylinders,1,61250.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,fl,9
6309,6309,19999,2016,ford,edge titanium sport utility,727,4 cylinders,0,42200.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,white,10,fl,9
6310,6310,7850,2003,chevrolet,tahoe lt 4x4,2004,8 cylinders,2,161904.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,fl,9
6311,6311,17995,2016,ford,edge,700,6 cylinders,1,44300.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,red,8,fl,9
6312,6312,4995,2008,honda,odyssey,1540,6 cylinders,1,238478.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,silver,9,fl,9
6313,6313,3900,2007,ford,e 150,600,6 cylinders,1,194000.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,fl,9
6314,6314,21900,2017,chevrolet,impala,1403,6 cylinders,1,28501.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,fl,9
6315,6315,9995,2017,chevrolet,equinox,744,4 cylinders,0,150447.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,silver,9,fl,9
6316,6316,7800,2010,toyota,highlander,1350,6 cylinders,1,202000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,grey,5,fl,9
6317,6317,7950,2011,toyota,yaris,2219,4 cylinders,0,47000.0,clean,0,automatic,0,fwd,1,sub-compact,3,sedan,6,grey,5,fl,9
6318,6318,4000,2010,toyota,prius five,1617,4 cylinders,0,261376.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,blue,1,fl,9
6319,6319,5900,2007,honda,pilot 4wd,1570,6 cylinders,1,105000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,fl,9
6320,6320,4500,2005,toyota,camry,262,4 cylinders,0,212000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,fl,9
6321,6321,4000,2010,toyota,prius five,1617,4 cylinders,0,261376.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,blue,1,fl,9
6322,6322,3800,2004,chevrolet,tahoe,1986,8 cylinders,2,163500.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,blue,1,fl,9
6323,6323,2900,2009,chevrolet,equinox,744,6 cylinders,1,249000.0,clean,0,automatic,0,fwd,1,compact,0,SUV,0,black,0,fl,9
6324,6324,13250,2004,chevrolet,silverado,1797,8 cylinders,2,192000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,blue,1,fl,9
6325,6325,6980,2011,toyota,camry le,276,4 cylinders,0,160000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,green,4,fl,9
6326,6326,13995,2008,chevrolet,silverado 1500,1798,8 cylinders,2,176140.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,fl,9
6327,6327,4500,2007,ford,taurus sel,2032,6 cylinders,1,84000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,green,4,fl,9
6328,6328,14500,2003,ford,350,28,8 cylinders,2,122000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,blue,1,fl,9
6329,6329,13800,2015,toyota,avalon,182,6 cylinders,1,76000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,fl,9
6330,6330,8000,2007,toyota,fj cruiser,1219,6 cylinders,1,203000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,grey,5,fl,9
6331,6331,27000,2018,honda,accord ex-l,96,4 cylinders,0,24600.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,fl,9
6332,6332,2500,2010,toyota,prius,1604,4 cylinders,0,150000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,silver,9,fl,9
6333,6333,2995,2010,ford,focus,1237,4 cylinders,0,130319.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,fl,9
6334,6334,3995,2005,chevrolet,tahoe lt,2000,8 cylinders,2,141000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,brown,2,fl,9
6335,6335,2500,2003,ford,e250 econoline,646,6 cylinders,1,160000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,blue,1,fl,9
6336,6336,2499,2004,toyota,martrix,1477,4 cylinders,0,160000.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,black,0,fl,9
6337,6337,2499,2005,toyota,sienna,1772,6 cylinders,1,165000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,grey,5,fl,9
6338,6338,3495,2011,ford,explorer,870,6 cylinders,1,168980.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,fl,9
6339,6339,17994,2013,ford,f150 supercrew cab xlt,1088,8 cylinders,2,191283.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,silver,9,fl,9
6340,6340,3299,2005,chevrolet,malibu,1446,6 cylinders,1,104556.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,grey,5,fl,9
6341,6341,5495,2006,toyota,rav4,1684,4 cylinders,0,165274.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,white,10,fl,9
6342,6342,2995,2006,toyota,prius,1604,4 cylinders,0,216605.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,custom,3,fl,9
6343,6343,3500,2003,ford,focus svt,1269,4 cylinders,0,168000.0,clean,0,manual,1,fwd,1,compact,0,hatchback,3,silver,9,fl,9
6344,6344,16500,2018,toyota,corolla,433,4 cylinders,0,45463.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,fl,9
6345,6345,4995,2005,ford,expedition xlt,862,8 cylinders,2,109786.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,black,0,fl,9
6346,6346,2995,2009,chevrolet,impala,1403,6 cylinders,1,201923.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,fl,9
6347,6347,3495,2006,honda,pilot,1567,6 cylinders,1,206269.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,fl,9
6348,6348,26994,2013,ford,f-150 super cab 4x4,976,6 cylinders,1,57736.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,red,8,fl,9
6349,6349,2600,2005,toyota,sienna,1772,6 cylinders,1,165000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,grey,5,fl,9
6350,6350,2600,2004,toyota,martrix,1477,4 cylinders,0,160000.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,black,0,fl,9
6351,6351,4995,2005,ford,expedition xlt,862,8 cylinders,2,109786.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,black,0,fl,9
6352,6352,16500,2018,toyota,corolla,433,4 cylinders,0,45463.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,fl,9
6353,6353,11999,2013,chevrolet,traverse lt,2136,6 cylinders,1,119000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,grey,5,fl,9
6354,6354,4950,2009,toyota,corolla .,435,4 cylinders,0,128000.0,clean,0,automatic,0,rwd,2,sub-compact,3,sedan,6,white,10,fl,9
6355,6355,7999,2006,ford,explorer xlt,899,6 cylinders,1,130000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,red,8,fl,9
6356,6356,2200,2002,toyota,corolla,433,4 cylinders,0,229000.0,clean,0,automatic,0,rwd,2,sub-compact,3,sedan,6,silver,9,fl,9
6357,6357,8999,2014,toyota,prius c,1610,4 cylinders,0,67000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,white,10,fl,9
6358,6358,15999,2014,chevrolet,camaro rs,250,6 cylinders,1,102390.0,clean,0,automatic,0,rwd,2,mid-size,2,coupe,2,white,10,fl,9
6359,6359,2595,2003,ford,f-150,951,8 cylinders,2,149055.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,red,8,fl,9
6360,6360,2800,2005,toyota,sienna,1772,6 cylinders,1,165000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,grey,5,fl,9
6361,6361,2750,2010,chevrolet,hhr,1341,4 cylinders,0,111298.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,black,0,fl,9
6362,6362,2600,2006,toyota,scion xa,1751,4 cylinders,0,160000.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,silver,9,fl,9
6363,6363,2995,2004,toyota,martrix,1477,4 cylinders,0,160000.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,black,0,fl,9
6364,6364,4994,2005,toyota,corolla matrix xr,450,4 cylinders,0,163358.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,black,0,fl,9
6365,6365,10491,2006,toyota,sequoia sr5,1765,8 cylinders,2,124879.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,black,0,fl,9
6366,6366,13993,2014,honda,cr-v ex awd,490,4 cylinders,0,84632.0,clean,0,automatic,0,4wd,0,compact,0,SUV,0,white,10,fl,9
6367,6367,8992,2013,toyota,prius ii,1628,4 cylinders,0,113403.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,fl,9
6368,6368,3995,2008,toyota,prius,1604,4 cylinders,0,104000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,green,4,fl,9
6369,6369,3495,2002,chevrolet,suburban,1897,8 cylinders,2,203824.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,silver,9,fl,9
6370,6370,4995,2011,honda,civic,342,4 cylinders,0,178633.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,fl,9
6371,6371,4495,2005,honda,cr-v,480,4 cylinders,0,218846.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,custom,3,fl,9
6372,6372,3995,2005,ford,explorer xlt 4x4,901,6 cylinders,1,149000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,red,8,fl,9
6373,6373,2995,2004,toyota,martrix,1477,4 cylinders,0,160000.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,black,0,fl,9
6374,6374,4995,2005,ford,expedition xlt,862,8 cylinders,2,109786.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,black,0,fl,9
6375,6375,9800,2012,ford,f-150,951,8 cylinders,2,120000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,fl,9
6376,6376,2995,2004,toyota,martrix,1477,4 cylinders,0,160000.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,black,0,fl,9
6377,6377,2995,2006,toyota,sienna,1772,6 cylinders,1,233299.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,blue,1,fl,9
6378,6378,4950,2001,toyota,4runner,36,6 cylinders,1,288000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,fl,9
6379,6379,5985,2007,toyota,solara convertible sle,1869,6 cylinders,1,191084.0,clean,0,automatic,0,4wd,0,mid-size,2,convertible,1,white,10,fl,9
6380,6380,4495,2007,honda,civic,342,4 cylinders,0,124433.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,fl,9
6381,6381,4995,2008,honda,fit,1196,4 cylinders,0,107557.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,red,8,fl,9
6382,6382,16750,2002,chevrolet,corvette,468,8 cylinders,2,65258.0,clean,0,automatic,0,rwd,2,mid-size,2,convertible,1,blue,1,fl,9
6383,6383,9800,2012,ford,f-150,951,8 cylinders,2,120000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,fl,9
6384,6384,3299,2005,chevrolet,malibu,1446,6 cylinders,1,104556.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,grey,5,fl,9
6385,6385,5495,2011,toyota,camry,262,4 cylinders,0,160676.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,fl,9
6386,6386,2995,2001,ford,focus,1237,4 cylinders,0,189541.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,silver,9,fl,9
6387,6387,14994,2011,toyota,tundra double cab sr5,2170,8 cylinders,2,194361.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,black,0,fl,9
6388,6388,7000,2013,honda,insight ex,1432,4 cylinders,0,99000.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,blue,1,fl,9
6389,6389,11000,2011,toyota,avalon limited,187,6 cylinders,1,138000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,fl,9
6390,6390,9799,2013,toyota,camry se,281,4 cylinders,0,132000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,fl,9
6391,6391,2995,2004,toyota,martrix,1477,4 cylinders,0,160000.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,black,0,fl,9
6392,6392,2995,2002,chevrolet,trailblazer,2059,6 cylinders,1,222995.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,red,8,fl,9
6393,6393,3995,2007,honda,pilot,1567,6 cylinders,1,205407.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,black,0,fl,9
6394,6394,12800,2012,chevrolet,2500 cargo van,10,8 cylinders,2,212000.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,fl,9
6395,6395,7991,2007,toyota,rav4 sport,1714,4 cylinders,0,118754.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,grey,5,fl,9
6396,6396,6500,2001,toyota,4runner,36,6 cylinders,1,288000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,fl,9
6397,6397,8999,2014,honda,pilot ex-l,1579,6 cylinders,1,180000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,fl,9
6398,6398,9999,2014,toyota,prius c,1610,4 cylinders,0,67000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,white,10,fl,9
6399,6399,1300,2008,chevrolet,equinox ls,754,6 cylinders,1,274273.0,clean,0,automatic,0,fwd,1,compact,0,SUV,0,black,0,fl,9
6400,6400,2995,2002,toyota,camry solara,293,6 cylinders,1,219411.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,silver,9,fl,9
6401,6401,5495,2006,toyota,rav4,1684,4 cylinders,0,165274.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,white,10,fl,9
6402,6402,3995,2009,ford,flex,1226,6 cylinders,1,175068.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,silver,9,fl,9
6403,6403,14994,2011,ford,f150 super crew fx4 4x4,1075,8 cylinders,2,147858.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,silver,9,fl,9
6404,6404,3500,2004,honda,civic,342,4 cylinders,0,215500.0,clean,0,manual,1,4wd,0,full-size,1,sedan,6,grey,5,fl,9
6405,6405,6900,2010,toyota,rv4,1733,4 cylinders,0,162999.0,rebuilt,4,automatic,0,fwd,1,compact,0,SUV,0,black,0,fl,9
6406,6406,2995,2007,ford,explorer xlt,899,6 cylinders,1,149000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,silver,9,fl,9
6407,6407,2499,2005,chevrolet,impala ls,1412,6 cylinders,1,149000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,fl,9
6408,6408,2995,2005,chevrolet,trailblazer ls 4x4,2067,6 cylinders,1,155000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,fl,9
6409,6409,3499,2005,toyota,sienna le,1777,6 cylinders,1,160000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,white,10,fl,9
6410,6410,2995,2004,toyota,martrix,1477,4 cylinders,0,160000.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,black,0,fl,9
6411,6411,5900,2003,toyota,highlander,1350,6 cylinders,1,153000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,grey,5,fl,9
6412,6412,4200,2004,toyota,highlander limited,1364,6 cylinders,1,202000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,green,4,fl,9
6413,6413,14700,2014,ford,f-150 xlt,991,8 cylinders,2,230223.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,blue,1,fl,9
6414,6414,4950,2009,toyota,camry le,276,4 cylinders,0,145000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,fl,9
6415,6415,4995,2009,honda,civic,342,4 cylinders,0,150000.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,silver,9,fl,9
6416,6416,5950,2008,honda,odyssey minivan,1560,6 cylinders,1,167000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,silver,9,fl,9
6417,6417,3450,2010,chevrolet,cobalt,406,4 cylinders,0,147200.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,fl,9
6418,6418,3950,2008,honda,civic,342,4 cylinders,0,166500.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,brown,2,fl,9
6419,6419,5950,2013,chevrolet,cruze ls,556,4 cylinders,0,161069.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,fl,9
6420,6420,4500,2004,honda,accord ex,82,4 cylinders,0,193000.0,clean,0,automatic,0,fwd,1,sub-compact,3,sedan,6,silver,9,fl,9
6421,6421,23990,2017,ford,explorer,870,4 cylinders,0,80465.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,white,10,fl,9
6422,6422,10500,2019,ford,fiesta se,1186,4 cylinders,0,35000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,white,10,fl,9
6423,6423,8000,2001,toyota,sequoia sr5,1765,8 cylinders,2,200000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,silver,9,fl,9
6424,6424,3900,2007,honda,accord,63,4 cylinders,0,170000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,fl,9
6425,6425,24999,2016,chevrolet,colorado crew cab,423,6 cylinders,1,40000.0,clean,0,automatic,0,rwd,2,mid-size,2,sedan,6,white,10,fl,9
6426,6426,14900,2017,toyota,camry se,281,4 cylinders,0,49000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,black,0,fl,9
6427,6427,9900,2006,toyota,tundra,2155,8 cylinders,2,235527.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,black,0,fl,9
6428,6428,20990,2015,toyota,sienna,1772,6 cylinders,1,64847.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,red,8,fl,9
6429,6429,5495,2008,toyota,camry,262,4 cylinders,0,156201.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,custom,3,fl,9
6430,6430,26500,2013,ford,f-150 xlt 4x4,992,6 cylinders,1,126510.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,green,4,fl,9
6431,6431,4950,2006,toyota,sienna minivan,1787,6 cylinders,1,187000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,blue,1,fl,9
6432,6432,19700,2012,ford,f-150 fx2,958,8 cylinders,2,116985.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,grey,5,fl,9
6433,6433,19990,2017,chevrolet,silverado,1797,6 cylinders,1,67000.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,white,10,fl,9
6434,6434,5800,2007,honda,odyssey,1540,6 cylinders,1,146000.0,clean,0,automatic,0,rwd,2,full-size,1,mini-van,4,white,10,fl,9
6435,6435,13500,2011,toyota,tacoma truck 4x4,1981,4 cylinders,0,166102.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,silver,9,fl,9
