,index,price,year,manufacturer,model,nummodel,cylinders,numcylinders,odometer,title_status,numtitle_status,transmission,numtransmission,drive,numdrive,size,numsize,type,numtype,paint_color,numpaint_color,state,numstate
6076,6076,15990,2017,ford,expedition xlt,862,4 cylinders,0,1000.0,clean,0,automatic,0,fwd,1,full-size,1,pickup,5,black,0,fl,9
6077,6077,2000,2005,ford,crown victoria lx,530,8 cylinders,2,202000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,red,8,fl,9
6078,6078,5500,2014,ford,fusion,1300,4 cylinders,0,147345.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,fl,9
6079,6079,22999,2016,toyota,tundra 4x4,2160,4 cylinders,0,167542.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,fl,9
6080,6080,12999,2011,toyota,tacoma 4x4,1952,4 cylinders,0,184561.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,fl,9
6081,6081,14777,2012,ford,f150 platinum 4x4,1059,4 cylinders,0,175489.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,fl,9
6082,6082,13222,2010,toyota,tacoma,1947,4 cylinders,0,205148.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,grey,5,fl,9
6083,6083,1600,2014,ford,edge,700,4 cylinders,0,80000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,red,8,fl,9
6084,6084,4800,2012,toyota,edge,700,4 cylinders,0,200000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,white,10,fl,9
6085,6085,1500,2016,chevrolet,cruze limited ltz,555,4 cylinders,0,92211.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,fl,9
6086,6086,13500,2011,toyota,tacoma truck 4x4,1981,4 cylinders,0,166102.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,silver,9,fl,9
6087,6087,21700,2010,chevrolet,silverado 1500 ltz 4x4,1813,8 cylinders,2,124248.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,red,8,fl,9
6088,6088,1500,2017,ford,mustang ecoboost fastback,1510,4 cylinders,0,67237.0,clean,0,automatic,0,rwd,2,full-size,1,coupe,2,silver,9,fl,9
6089,6089,1500,2017,toyota,rav4 le,1701,4 cylinders,0,41754.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,white,10,fl,9
6090,6090,14600,2019,honda,civic lx,372,4 cylinders,0,11625.0,rebuilt,4,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,fl,9
6091,6091,4300,2011,ford,escape limited,778,4 cylinders,0,145000.0,clean,0,automatic,0,fwd,1,compact,0,SUV,0,red,8,fl,9
6092,6092,14898,2017,honda,accord 4-door sedan,70,4 cylinders,0,47634.0,rebuilt,4,automatic,0,fwd,1,full-size,1,sedan,6,black,0,fl,9
6093,6093,13998,2016,honda,accord lx,117,4 cylinders,0,45000.0,rebuilt,4,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,fl,9
6094,6094,2500,2017,chevrolet,cruze lt sedan 4d,565,4 cylinders,0,26487.0,rebuilt,4,automatic,0,fwd,1,mid-size,2,hatchback,3,grey,5,fl,9
6095,6095,13900,2018,honda,civic lx,372,4 cylinders,0,31839.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,black,0,fl,9
6096,6096,6500,2008,honda,odyssey ex-l w/ dvd,1553,6 cylinders,1,143000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,blue,1,fl,9
6097,6097,11250,2012,honda,pilot,1567,6 cylinders,1,118485.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,silver,9,fl,9
6098,6098,3350,2003,toyota,camry,262,6 cylinders,1,209898.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,fl,9
6099,6099,3990,2013,ford,fiesta,1183,4 cylinders,0,129000.0,clean,0,manual,1,fwd,1,compact,0,sedan,6,silver,9,fl,9
6100,6100,10700,2016,toyota,corolla sport,459,4 cylinders,0,49000.0,rebuilt,4,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,fl,9
6101,6101,1700,2002,ford,taurus ses,2036,6 cylinders,1,81000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,fl,9
6102,6102,4500,2010,ford,escape xlt,813,6 cylinders,1,166000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,black,0,fl,9
6103,6103,5500,2007,toyota,camry,262,4 cylinders,0,133288.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,brown,2,fl,9
6104,6104,3495,2007,toyota,scion tc,1749,4 cylinders,0,99056.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,red,8,fl,9
6105,6105,2950,2009,ford,crown victoria,528,8 cylinders,2,143650.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,fl,9
6106,6106,2995,2004,ford,taurus se,2029,6 cylinders,1,64345.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,fl,9
6107,6107,3699,2007,honda,accord,63,6 cylinders,1,188000.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,black,0,fl,9
6108,6108,5300,2007,toyota,camry,262,4 cylinders,0,113400.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,green,4,fl,9
6109,6109,3800,2010,ford,crown victoria police,532,8 cylinders,2,115556.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,fl,9
6110,6110,2995,2007,chevrolet,cobalt lt,412,4 cylinders,0,96000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,fl,9
6111,6111,15800,2016,honda,civic,342,4 cylinders,0,39800.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,fl,9
6112,6112,5800,2010,honda,civic,342,4 cylinders,0,109000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,fl,9
6113,6113,3695,2007,toyota,camry,262,4 cylinders,0,173251.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,fl,9
6114,6114,6400,2009,toyota,corolla,433,4 cylinders,0,110000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,fl,9
6115,6115,6500,2005,toyota,camry,262,4 cylinders,0,55360.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,fl,9
6116,6116,12500,2014,toyota,prius hybrid five,1625,4 cylinders,0,71500.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,grey,5,fl,9
6117,6117,4500,2004,ford,mustang,1497,6 cylinders,1,72000.0,clean,0,automatic,0,rwd,2,mid-size,2,coupe,2,red,8,fl,9
6118,6118,4900,2007,honda,accord,63,4 cylinders,0,130000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,fl,9
6119,6119,3000,2001,ford,f250,1118,8 cylinders,2,200000.0,clean,0,automatic,0,fwd,1,full-size,1,pickup,5,white,10,fl,9
6120,6120,12500,2009,ford,f250,1118,8 cylinders,2,82000.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,white,10,fl,9
6121,6121,3800,2008,honda,odyssey,1540,8 cylinders,2,125000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,grey,5,fl,9
6122,6122,7500,2018,honda,civic sport,393,4 cylinders,0,48000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,fl,9
6123,6123,12499,2011,toyota,highlander,1350,4 cylinders,0,118000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,black,0,fl,9
6124,6124,9999,2012,honda,accord exl,111,6 cylinders,1,138791.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,fl,9
6125,6125,4000,2009,honda,civic lx economy coupe,376,4 cylinders,0,143000.0,clean,0,manual,1,fwd,1,compact,0,coupe,2,black,0,fl,9
6126,6126,13700,2019,honda,civic,342,4 cylinders,0,38000.0,rebuilt,4,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,fl,9
6127,6127,19999,2014,chevrolet,tahoe lt 2014,2001,8 cylinders,2,136000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,black,0,fl,9
6128,6128,6500,2014,chevrolet,cruze lt,559,4 cylinders,0,120000.0,rebuilt,4,automatic,0,rwd,2,compact,0,sedan,6,grey,5,fl,9
6129,6129,23000,2018,toyota,camry,262,4 cylinders,0,21000.0,clean,0,automatic,0,rwd,2,mid-size,2,sedan,6,red,8,fl,9
6130,6130,9898,2012,toyota,corolla le 4dr sedan,445,4 cylinders,0,90000.0,clean,0,automatic,0,rwd,2,mid-size,2,sedan,6,green,4,fl,9
6131,6131,16400,2010,ford,mustang gt,1513,8 cylinders,2,97889.0,clean,0,manual,1,rwd,2,full-size,1,coupe,2,blue,1,fl,9
6132,6132,8000,2015,honda,accord,63,4 cylinders,0,16202.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,black,0,fl,9
6133,6133,26700,2013,chevrolet,silverado 1500 ltz,1812,8 cylinders,2,52279.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,red,8,fl,9
6134,6134,1595,2011,ford,fiesta se,1186,4 cylinders,0,111000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,black,0,fl,9
6135,6135,19900,2015,ford,transit t350 xlt,2118,6 cylinders,1,91500.0,rebuilt,4,automatic,0,rwd,2,full-size,1,van,7,white,10,fl,9
6136,6136,6900,2010,toyota,corolla,433,4 cylinders,0,81000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,fl,9
6137,6137,6299,2006,toyota,sienna,1772,6 cylinders,1,101000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,white,10,fl,9
6138,6138,11000,2015,honda,odyssey,1540,6 cylinders,1,85000.0,rebuilt,4,automatic,0,rwd,2,full-size,1,mini-van,4,silver,9,fl,9
6139,6139,19990,2017,ford,f-150 xlt,991,8 cylinders,2,119000.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,black,0,fl,9
6140,6140,7900,2008,ford,ranger super cab,1664,6 cylinders,1,129000.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,white,10,fl,9
6141,6141,7900,2010,toyota,corolla s,451,4 cylinders,0,152000.0,clean,0,automatic,0,rwd,2,mid-size,2,sedan,6,silver,9,fl,9
6142,6142,8900,2010,ford,f150,1036,8 cylinders,2,165000.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,white,10,fl,9
6143,6143,2595,2005,chevrolet,cobalt,406,4 cylinders,0,129999.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,white,10,fl,9
6144,6144,3900,2005,honda,civic,342,4 cylinders,0,154356.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,fl,9
6145,6145,3900,2005,toyota,corolla camry,437,4 cylinders,0,154356.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,fl,9
6146,6146,20998,2015,chevrolet,suburban lt,1915,8 cylinders,2,135000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,black,0,fl,9
6147,6147,12500,2016,honda,civic,342,4 cylinders,0,59000.0,rebuilt,4,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,fl,9
6148,6148,9900,2013,ford,escape se,787,4 cylinders,0,48000.0,clean,0,automatic,0,fwd,1,compact,0,SUV,0,silver,9,fl,9
6149,6149,9900,2016,ford,fusion,1300,4 cylinders,0,95000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,white,10,fl,9
6150,6150,7999,2009,ford,crown victoria police,532,8 cylinders,2,122858.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,black,0,fl,9
6151,6151,11700,2012,toyota,prius,1604,4 cylinders,0,81749.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,grey,5,fl,9
6152,6152,11290,2012,ford,explorer limited,879,6 cylinders,1,100000.0,clean,0,automatic,0,fwd,1,compact,0,SUV,0,black,0,fl,9
6153,6153,3500,2003,toyota,camry,262,4 cylinders,0,126246.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,brown,2,fl,9
6154,6154,9000,2008,chevrolet,tahoe,1986,8 cylinders,2,234500.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,black,0,fl,9
6155,6155,10222,2012,ford,f150 4x4,1040,8 cylinders,2,180156.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,fl,9
6156,6156,14995,2011,toyota,4runner sr5,48,6 cylinders,1,180011.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,black,0,fl,9
6157,6157,21995,2015,chevrolet,suburban,1897,8 cylinders,2,219994.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,fl,9
6158,6158,9999,2014,honda,crv ex,575,8 cylinders,2,80000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,fl,9
6159,6159,9999,2016,toyota,camry se,281,8 cylinders,2,82000.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,white,10,fl,9
6160,6160,5400,2008,chevrolet,uplander,2182,6 cylinders,1,76000.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,white,10,fl,9
6161,6161,3900,2005,honda,accord lx,117,4 cylinders,0,150000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,fl,9
6162,6162,8700,2016,ford,escape se,787,4 cylinders,0,89900.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,fl,9
6163,6163,5895,2006,ford,f-150,951,4 cylinders,0,129055.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,blue,1,fl,9
6164,6164,8500,2016,ford,taurus sel,2032,6 cylinders,1,45000.0,rebuilt,4,automatic,0,fwd,1,full-size,1,sedan,6,black,0,fl,9
6165,6165,16995,2019,ford,fusion hybrid,1305,4 cylinders,0,47589.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,fl,9
6166,6166,18995,2019,toyota,camry se,281,4 cylinders,0,37000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,fl,9
6167,6167,18995,2017,ford,edge sel awd,715,4 cylinders,0,28000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,blue,1,fl,9
6168,6168,8995,2017,toyota,corolla,433,4 cylinders,0,37000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,white,10,fl,9
6169,6169,21700,2015,ford,f150 platinum 4x4,1059,8 cylinders,2,157000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,fl,9
6170,6170,17500,2017,ford,escape fwd 4dr titanium,773,4 cylinders,0,13000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,white,10,fl,9
6171,6171,5995,2012,ford,focus,1237,4 cylinders,0,101295.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,red,8,fl,9
6172,6172,5595,2011,ford,fusion,1300,4 cylinders,0,159633.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,purple,7,fl,9
6173,6173,5995,2015,chevrolet,sonic,1874,4 cylinders,0,87431.0,clean,0,automatic,0,fwd,1,sub-compact,3,sedan,6,white,10,fl,9
6174,6174,3995,2010,ford,fusion,1300,4 cylinders,0,133503.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,fl,9
6175,6175,4995,2010,honda,accord sdn,130,4 cylinders,0,136792.0,clean,0,manual,1,fwd,1,mid-size,2,sedan,6,black,0,fl,9
6176,6176,14900,2003,chevrolet,astro van,164,6 cylinders,1,16000.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,white,10,fl,9
6177,6177,27700,2008,ford,f-250 king ranch,1005,8 cylinders,2,94651.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,brown,2,fl,9
6178,6178,6700,2017,chevrolet,f-250 king ranch,1005,4 cylinders,0,46000.0,rebuilt,4,automatic,0,fwd,1,compact,0,sedan,6,silver,9,fl,9
6179,6179,17500,2015,toyota,avalon hybrid limited,185,6 cylinders,1,59000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,fl,9
6180,6180,3995,2004,toyota,camry,262,4 cylinders,0,110000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,fl,9
6181,6181,13999,2015,ford,explorer sport,890,4 cylinders,0,120000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,blue,1,fl,9
6182,6182,14999,2019,toyota,corolla le 4dr sedan,445,4 cylinders,0,28815.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,fl,9
6183,6183,2495,2015,ford,taurus limited,2023,6 cylinders,1,33433.0,rebuilt,4,automatic,0,fwd,1,full-size,1,sedan,6,red,8,fl,9
6184,6184,2495,2015,ford,taurus limited,2023,6 cylinders,1,33433.0,rebuilt,4,automatic,0,fwd,1,full-size,1,SUV,0,red,8,fl,9
6185,6185,10900,2010,toyota,tundra crewmax,2163,8 cylinders,2,140321.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,brown,2,fl,9
6186,6186,23999,2016,ford,f150 platinum 4x4,1059,8 cylinders,2,106245.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,grey,5,fl,9
6187,6187,19598,2016,chevrolet,silverado 1500,1798,8 cylinders,2,129346.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,fl,9
6188,6188,9999,2005,toyota,tacoma sr5,1969,8 cylinders,2,120123.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,fl,9
6189,6189,20777,2017,ford,f150 lariat 4x4,1055,8 cylinders,2,132654.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,fl,9
6190,6190,3800,2005,honda,accord,63,4 cylinders,0,188000.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,red,8,fl,9
6191,6191,11500,2012,ford,f-150,951,8 cylinders,2,109000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,silver,9,fl,9
6192,6192,6550,2013,ford,escape se,787,4 cylinders,0,147787.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,blue,1,fl,9
6193,6193,4950,2014,chevrolet,sonic lt,1877,4 cylinders,0,132201.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,fl,9
6194,6194,10995,2011,ford,expedition limited,852,8 cylinders,2,155663.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,blue,1,fl,9
6195,6195,20759,2015,chevrolet,tahoe,1986,8 cylinders,2,130000.0,clean,0,automatic,0,rwd,2,sub-compact,3,pickup,5,black,0,fl,9
6196,6196,14999,2015,chevrolet,camaro ss 2015,252,8 cylinders,2,101000.0,clean,0,automatic,0,rwd,2,mid-size,2,coupe,2,black,0,fl,9
6197,6197,14999,2016,chevrolet,camaro rs,250,6 cylinders,1,98000.0,clean,0,automatic,0,rwd,2,mid-size,2,convertible,1,grey,5,fl,9
6198,6198,7490,2007,honda,pilot,1567,6 cylinders,1,85590.0,salvage,5,manual,1,4wd,0,full-size,1,SUV,0,grey,5,fl,9
6199,6199,12500,2007,toyota,tacoma,1947,6 cylinders,1,199800.0,salvage,5,automatic,0,4wd,0,mid-size,2,pickup,5,blue,1,fl,9
6200,6200,3900,2005,honda,odyssey,1540,6 cylinders,1,127000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,brown,2,fl,9
6201,6201,5000,2009,ford,flex limited,1227,6 cylinders,1,128000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,black,0,fl,9
6202,6202,8900,2013,honda,civic ex,354,4 cylinders,0,89000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,black,0,fl,9
6203,6203,5500,2012,ford,transit connect,2090,4 cylinders,0,128000.0,rebuilt,4,automatic,0,fwd,1,full-size,1,van,7,white,10,fl,9
6204,6204,6500,2007,ford,expedition,833,8 cylinders,2,123000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,red,8,fl,9
6205,6205,5900,2010,toyota,corolla,433,4 cylinders,0,136000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,green,4,fl,9
6206,6206,4200,2010,toyota,prius,1604,4 cylinders,0,299000.0,clean,0,manual,1,fwd,1,mid-size,2,sedan,6,green,4,fl,9
6207,6207,4200,2010,toyota,prius,1604,4 cylinders,0,299000.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,green,4,fl,9
6208,6208,5995,2003,toyota,corolla le,443,4 cylinders,0,51000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,white,10,fl,9
6209,6209,5495,2007,ford,mustang gt premium,1518,6 cylinders,1,140000.0,clean,0,automatic,0,rwd,2,full-size,1,coupe,2,black,0,fl,9
6210,6210,3800,2006,ford,taurus,2017,6 cylinders,1,63000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,fl,9
6211,6211,24995,2015,ford,f150 lariat 4x4,1055,6 cylinders,1,140000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,fl,9
6212,6212,8995,2017,toyota,corolla,433,4 cylinders,0,37000.0,clean,0,automatic,0,4wd,0,compact,0,sedan,6,white,10,fl,9
6213,6213,4800,2002,ford,e150 econoline,639,8 cylinders,2,100171.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,fl,9
6214,6214,7900,2010,toyota,prius,1604,4 cylinders,0,127200.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,white,10,fl,9
6215,6215,23555,2018,chevrolet,silverado 1500,1798,4 cylinders,0,180456.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,green,4,fl,9
6216,6216,26999,2017,ford,f150 4x4,1040,4 cylinders,0,145423.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,blue,1,fl,9
6217,6217,6000,2011,honda,accord 2-door coupe,64,4 cylinders,0,159000.0,clean,0,automatic,0,fwd,1,full-size,1,coupe,2,grey,5,fl,9
6218,6218,3999,2007,honda,civic ex,354,4 cylinders,0,126000.0,clean,0,manual,1,fwd,1,compact,0,coupe,2,black,0,fl,9
6219,6219,28500,2018,ford,explorer xlt,899,6 cylinders,1,35643.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,custom,3,fl,9
6220,6220,17500,2019,ford,escape se,787,4 cylinders,0,29539.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,white,10,fl,9
6221,6221,6599,2009,toyota,camry le,276,4 cylinders,0,102000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,fl,9
6222,6222,6599,2014,chevrolet,cruze,542,4 cylinders,0,79000.0,clean,0,manual,1,fwd,1,full-size,1,sedan,6,white,10,fl,9
6223,6223,7600,2009,toyota,camry se 4dr sedan,284,6 cylinders,1,168000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,fl,9
6224,6224,12499,2016,toyota,corolla,433,4 cylinders,0,69706.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,fl,9
6225,6225,4399,2009,chevrolet,impala police,1423,6 cylinders,1,34000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,fl,9
6226,6226,5900,2006,toyota,camry,262,6 cylinders,1,86619.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,fl,9
6227,6227,9500,2008,chevrolet,van,2187,8 cylinders,2,191500.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,fl,9
6228,6228,5995,2012,ford,focus,1237,4 cylinders,0,101295.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,red,8,fl,9
6229,6229,5991,2009,honda,civic sdn,383,4 cylinders,0,136888.0,clean,0,automatic,0,fwd,1,sub-compact,3,sedan,6,silver,9,fl,9
6230,6230,5595,2011,ford,fusion,1300,4 cylinders,0,159633.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,purple,7,fl,9
6231,6231,7991,2010,toyota,rav4,1684,6 cylinders,1,118739.0,clean,0,automatic,0,4wd,0,compact,0,SUV,0,brown,2,fl,9
6232,6232,5995,2015,chevrolet,sonic,1874,4 cylinders,0,87431.0,clean,0,automatic,0,fwd,1,sub-compact,3,sedan,6,white,10,fl,9
6233,6233,5991,2009,toyota,camry,262,4 cylinders,0,170139.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,black,0,fl,9
6234,6234,5891,2012,honda,civic coupe,346,4 cylinders,0,158904.0,clean,0,automatic,0,fwd,1,sub-compact,3,coupe,2,black,0,fl,9
6235,6235,8493,2006,ford,f-150,951,8 cylinders,2,66421.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,black,0,fl,9
6236,6236,3995,2010,ford,fusion,1300,4 cylinders,0,133503.0,clean,0,automatic,0,fwd,1,mid-size,2,pickup,5,silver,9,fl,9
6237,6237,4995,2010,honda,accord sdn,130,4 cylinders,0,136792.0,clean,0,manual,1,fwd,1,mid-size,2,sedan,6,black,0,fl,9
6238,6238,16500,2016,toyota,camry,262,4 cylinders,0,26200.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,fl,9
6239,6239,2500,2016,ford,transit 350 wagon,2086,6 cylinders,1,128149.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,grey,5,fl,9
6240,6240,5999,2008,honda,civic coupe ex,347,6 cylinders,1,95950.0,clean,0,automatic,0,fwd,1,compact,0,coupe,2,black,0,fl,9
6241,6241,27000,2018,chevrolet,traverse ls,2133,6 cylinders,1,52122.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,black,0,fl,9
6242,6242,7500,2002,ford,f250 super duty,1132,8 cylinders,2,235000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,white,10,fl,9
6243,6243,6550,2012,ford,e-250 super duty,616,8 cylinders,2,4190.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,fl,9
6244,6244,22888,2018,honda,accord ex-l,96,4 cylinders,0,55018.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,fl,9
6245,6245,3500,2004,chevrolet,venture,2189,6 cylinders,1,160000.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,silver,9,fl,9
6246,6246,12895,2013,ford,econoline,676,8 cylinders,2,126202.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,fl,9
6247,6247,8200,2011,chevrolet,colorado,420,4 cylinders,0,118470.0,clean,0,automatic,0,rwd,2,mid-size,2,van,7,white,10,fl,9
6248,6248,3700,2007,toyota,prius hybrid hatchback,1627,4 cylinders,0,225000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,red,8,fl,9
6249,6249,3950,2009,toyota,matrix s,1482,4 cylinders,0,177777.0,clean,0,automatic,0,4wd,0,mid-size,2,hatchback,3,grey,5,fl,9
6250,6250,5000,2007,chevrolet,suburban ltz,1919,4 cylinders,0,177000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,fl,9
6251,6251,3999,2004,ford,econoline cargo van,679,8 cylinders,2,268544.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,fl,9
6252,6252,4000,2010,chevrolet,hhr ls,1343,4 cylinders,0,197826.0,clean,0,automatic,0,fwd,1,compact,0,wagon,8,silver,9,fl,9
6253,6253,4850,2008,chevrolet,hhr,1341,4 cylinders,0,110380.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,silver,9,fl,9
6254,6254,5000,2005,chevrolet,hhr,1341,8 cylinders,2,220000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,fl,9
6255,6255,20900,2015,toyota,sienna le,1777,6 cylinders,1,51755.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,red,8,fl,9
