,Country,first_seq,num_seqs,last_seq,variant
1460,Panama,2021-01-12,73,2021-04-30,ORF1a.S3675
1461,Trinidad and Tobago,2021-01-12,485,2021-10-20,ORF1a.S3675
1462,Equatorial Guinea,2021-01-12,51,2021-08-27,ORF1a.S3675
1463,Latvia,2021-01-12,2284,2021-05-28,ORF1a.S3675
1464,Côte d'Ivoire,2021-01-15,91,2021-05-11,ORF1a.S3675
1465,Montenegro,2021-01-17,58,2021-08-05,ORF1a.S3675
1466,Georgia,2021-01-18,38,2021-08-09,ORF1a.S3675
1467,Cabo Verde,2021-01-18,4,2021-02-03,ORF1a.S3675
1468,Brunei,2021-01-20,1,2021-01-20,ORF1a.S3675
1469,Croatia,2021-01-20,4266,2021-08-27,ORF1a.S3675
1470,Aruba,2021-01-20,786,2021-08-17,ORF1a.S3675
1471,Liechtenstein,2021-01-21,48,2021-06-10,ORF1a.S3675
1472,Kuwait,2021-01-21,37,2021-07-01,ORF1a.S3675
1473,Democratic Republic of the Congo,2021-01-22,43,2021-07-11,ORF1a.S3675
1474,Guadeloupe,2021-01-22,125,2021-08-30,ORF1a.S3675
1475,South Sudan,2021-01-23,48,2021-05-26,ORF1a.S3675
1476,Curacao,2021-01-23,325,2021-07-14,ORF1a.S3675
1477,Honduras,2021-01-26,73,2021-07-12,ORF1a.S3675
1478,Guinea,2021-01-26,58,2021-07-07,ORF1a.S3675
1479,Antigua and Barbuda,2021-01-26,24,2021-07-25,ORF1a.S3675
1480,Moldova,2021-01-27,23,2021-06-24,ORF1a.S3675
1481,Republic of the Congo,2021-01-27,101,2021-07-28,ORF1a.S3675
1482,Belize,2021-01-29,64,2021-08-09,ORF1a.S3675
1483,Benin,2021-01-30,178,2021-07-19,ORF1a.S3675
1484,Azerbaijan,2021-02-01,3,2021-02-07,ORF1a.S3675
1485,Lithuania,2021-02-02,9490,2021-08-06,ORF1a.S3675
1486,Bolivia,2021-02-03,24,2021-06-02,ORF1a.S3675
1487,Monaco,2021-02-04,5,2021-04-17,ORF1a.S3675
1488,Bonaire,2021-02-06,163,2021-07-16,ORF1a.S3675
1489,Costa Rica,2021-02-10,173,2021-09-24,ORF1a.S3675
1490,Sint Maarten,2021-02-12,460,2021-09-13,ORF1a.S3675
1491,Uganda,2021-02-13,75,2021-06-15,ORF1a.S3675
1492,Paraguay,2021-02-13,110,2021-08-14,ORF1a.S3675
1493,Bahrain,2021-02-14,75,2021-07-31,ORF1a.S3675
1494,Ethiopia,2021-02-17,31,2021-06-10,ORF1a.S3675
1495,Suriname,2021-02-18,450,2021-09-14,ORF1a.S3675
1496,Ukraine,2021-02-18,117,2021-07-23,ORF1a.S3675
1497,Libya,2021-02-18,12,2021-06-07,ORF1a.S3675
1498,Guatemala,2021-02-19,134,2021-09-08,ORF1a.S3675
1499,Cambodia,2021-02-19,796,2021-10-30,ORF1a.S3675
1500,Tunisia,2021-02-20,14,2021-05-28,ORF1a.S3675
1501,Uruguay,2021-02-23,175,2021-04-15,ORF1a.S3675
1502,Belarus,2021-02-23,4,2021-03-22,ORF1a.S3675
1503,Somalia,2021-02-28,11,2021-03-05,ORF1a.S3675
1504,Kazakhstan,2021-03-02,183,2021-08-17,ORF1a.S3675
1505,Sudan,2021-03-04,42,2021-03-29,ORF1a.S3675
1506,Namibia,2021-03-17,51,2021-06-17,ORF1a.S3675
1507,Bahamas,2021-03-18,61,2021-08-07,ORF1a.S3675
1508,Armenia,2021-03-18,18,2021-07-06,ORF1a.S3675
1509,Mali,2021-03-20,32,2021-08-30,ORF1a.S3675
1510,Afghanistan,2021-03-21,53,2021-05-29,ORF1a.S3675
1511,Malta,2021-03-25,161,2021-07-08,ORF1a.S3675
1512,Liberia,2021-03-31,10,2021-05-20,ORF1a.S3675
1513,Saudi Arabia,2021-04-06,31,2021-09-06,ORF1a.S3675
1514,Algeria,2021-04-12,14,2021-07-28,ORF1a.S3675
1515,Nepal,2021-04-14,1,2021-04-14,ORF1a.S3675
1516,Egypt,2021-04-16,3,2021-05-01,ORF1a.S3675
1517,El Salvador,2021-04-29,42,2021-08-02,ORF1a.S3675
1518,Haiti,2021-05-15,56,2021-08-07,ORF1a.S3675
1519,Burundi,2021-05-27,6,2021-05-31,ORF1a.S3675
1520,Saint Kitts and Nevis,2021-05-31,10,2021-06-06,ORF1a.S3675
1521,Andorra,2021-06-07,9,2021-07-19,ORF1a.S3675
1522,Uzbekistan,2021-06-25,11,2021-06-25,ORF1a.S3675
1523,Guyana,2021-09-06,4,2021-09-07,ORF1a.S3675
1524,Saint Vincent and the Grenadines,2021-09-20,8,2021-09-27,ORF1a.S3675
1525,South Africa,2021-11-09,140,2021-11-25,21K.Omicron
1526,Botswana,2021-11-11,19,2021-11-23,21K.Omicron
1527,Hong Kong,2021-11-13,7,2021-11-26,21K.Omicron
1528,Sweden,2021-11-19,1,2021-11-19,21K.Omicron
1529,United Kingdom,2021-11-20,9,2021-11-23,21K.Omicron
1530,Israel,2021-11-20,2,2021-11-24,21K.Omicron
1531,France,2021-11-22,1,2021-11-22,21K.Omicron
1532,Italy,2021-11-22,4,2021-11-28,21K.Omicron
1533,Canada,2021-11-23,2,2021-11-23,21K.Omicron
1534,Belgium,2021-11-24,1,2021-11-24,21K.Omicron
1535,Brazil,2021-11-25,2,2021-11-25,21K.Omicron
1536,Netherlands,2021-11-26,13,2021-11-26,21K.Omicron
1537,Australia,2021-11-26,6,2021-11-28,21K.Omicron
1538,Czech Republic,2021-11-26,1,2021-11-26,21K.Omicron
1539,Austria,2021-11-26,4,2021-11-28,21K.Omicron
1540,Germany,2021-11-26,5,2021-11-27,21K.Omicron
1541,Portugal,2021-11-27,13,2021-11-27,21K.Omicron
1542,Spain,2021-11-28,1,2021-11-28,21K.Omicron
1543,Angola,2020-12-11,11,2021-04-16,21D.Eta
1544,Canada,2020-12-14,1731,2021-10-27,21D.Eta
1545,United Kingdom,2020-12-15,484,2021-07-26,21D.Eta
1546,Italy,2020-12-16,424,2021-08-05,21D.Eta
1547,Burkina Faso,2020-12-16,25,2021-04-23,21D.Eta
1548,Nigeria,2020-12-20,435,2021-09-17,21D.Eta
1549,USA,2020-12-30,1353,2021-07-18,21D.Eta
1550,United Arab Emirates,2021-01-02,9,2021-02-07,21D.Eta
1551,France,2021-01-06,738,2021-10-22,21D.Eta
1552,Australia,2021-01-06,17,2021-05-31,21D.Eta
1553,Ghana,2021-01-06,85,2021-07-07,21D.Eta
1554,Jordan,2021-01-07,2,2021-01-07,21D.Eta
1555,Finland,2021-01-08,28,2021-07-30,21D.Eta
1556,Philippines,2021-01-09,8,2021-06-03,21D.Eta
1557,Senegal,2021-01-10,13,2021-06-10,21D.Eta
1558,Israel,2021-01-10,19,2021-07-04,21D.Eta
1559,Denmark,2021-01-11,613,2021-05-24,21D.Eta
1560,Japan,2021-01-15,18,2021-06-02,21D.Eta
1561,Slovenia,2021-01-19,56,2021-04-08,21D.Eta
1562,Belgium,2021-01-19,84,2021-07-15,21D.Eta
1563,Indonesia,2021-01-20,7,2021-05-13,21D.Eta
1564,Rwanda,2021-01-22,5,2021-01-28,21D.Eta
1565,Switzerland,2021-01-22,58,2021-07-20,21D.Eta
1566,Norway,2021-01-22,117,2021-05-09,21D.Eta
1567,South Sudan,2021-01-23,44,2021-05-26,21D.Eta
1568,Spain,2021-01-25,226,2021-07-25,21D.Eta
1569,Germany,2021-01-25,771,2021-09-10,21D.Eta
1570,Togo,2021-01-25,71,2021-06-25,21D.Eta
1571,Cameroon,2021-01-27,14,2021-08-20,21D.Eta
1572,Netherlands,2021-01-27,57,2021-09-20,21D.Eta
1573,Austria,2021-01-28,15,2021-07-03,21D.Eta
1574,Benin,2021-01-30,70,2021-07-01,21D.Eta
1575,Singapore,2021-01-31,10,2021-04-27,21D.Eta
1576,Malaysia,2021-01-31,4,2021-04-09,21D.Eta
1577,South Korea,2021-02-02,3,2021-02-26,21D.Eta
1578,Ireland,2021-02-02,75,2021-05-29,21D.Eta
1579,Côte d'Ivoire,2021-02-08,45,2021-05-11,21D.Eta
1580,Kenya,2021-02-10,47,2021-07-02,21D.Eta
1581,Central African Republic,2021-02-12,2,2021-03-09,21D.Eta
1582,India,2021-02-12,229,2021-11-03,21D.Eta
1583,Thailand,2021-02-12,4,2021-04-05,21D.Eta
1584,Brazil,2021-02-15,1,2021-02-15,21D.Eta
1585,Uganda,2021-02-15,40,2021-06-14,21D.Eta
1586,Libya,2021-02-18,11,2021-06-07,21D.Eta
1587,Turkey,2021-02-20,104,2021-08-08,21D.Eta
1588,Luxembourg,2021-02-20,59,2021-07-03,21D.Eta
1589,Guinea,2021-02-23,10,2021-07-07,21D.Eta
1590,Poland,2021-02-24,10,2021-03-14,21D.Eta
1591,Morocco,2021-03-02,1,2021-03-02,21D.Eta
1592,Guadeloupe,2021-03-03,2,2021-03-11,21D.Eta
1593,Costa Rica,2021-03-03,3,2021-03-28,21D.Eta
1594,Sudan,2021-03-04,25,2021-03-28,21D.Eta
1595,Portugal,2021-03-05,31,2021-07-17,21D.Eta
1596,Tunisia,2021-03-05,1,2021-03-05,21D.Eta
1597,Greece,2021-03-08,2,2021-04-09,21D.Eta
1598,Gabon,2021-03-08,15,2021-04-20,21D.Eta
1599,Liberia,2021-03-10,6,2021-05-29,21D.Eta
1600,South Africa,2021-03-10,13,2021-05-26,21D.Eta
1601,Bangladesh,2021-03-11,19,2021-06-15,21D.Eta
1602,Iceland,2021-03-17,1,2021-03-17,21D.Eta
1603,Sweden,2021-03-19,15,2021-06-21,21D.Eta
1604,Mali,2021-03-20,32,2021-08-30,21D.Eta
1605,Belarus,2021-03-22,1,2021-03-22,21D.Eta
1606,Gambia,2021-03-25,5,2021-04-27,21D.Eta
1607,Estonia,2021-03-29,1,2021-03-29,21D.Eta
1608,Malta,2021-04-01,11,2021-06-21,21D.Eta
1609,Niger,2021-04-01,6,2021-04-01,21D.Eta
1610,Qatar,2021-04-10,3,2021-04-15,21D.Eta
1611,Russia,2021-04-23,8,2021-06-12,21D.Eta
1612,Latvia,2021-04-26,1,2021-04-26,21D.Eta
1613,Sri Lanka,2021-04-28,1,2021-04-28,21D.Eta
1614,Argentina,2021-05-04,1,2021-05-04,21D.Eta
1615,Moldova,2021-05-04,1,2021-05-04,21D.Eta
1616,Democratic Republic of the Congo,2021-05-12,6,2021-06-21,21D.Eta
1617,Oman,2021-05-19,2,2021-07-06,21D.Eta
1618,Djibouti,2021-05-20,1,2021-05-20,21D.Eta
1619,Kuwait,2021-05-30,8,2021-06-15,21D.Eta
1620,Pakistan,2021-06-01,2,2021-06-22,21D.Eta
1621,Saudi Arabia,2021-06-16,2,2021-09-06,21D.Eta
1622,Lithuania,2021-06-23,3,2021-07-10,21D.Eta
1623,Czech Republic,2021-07-05,1,2021-07-05,21D.Eta
1624,Algeria,2021-07-08,3,2021-07-14,21D.Eta
1625,USA,2020-11-18,41537,2021-10-07,21F.Iota
1626,Ecuador,2021-01-04,412,2021-09-20,21F.Iota
1627,Grenada,2021-01-06,1,2021-01-06,21F.Iota
1628,South Africa,2021-01-11,1,2021-01-11,21F.Iota
1629,Dominican Republic,2021-01-13,30,2021-07-26,21F.Iota
1630,Switzerland,2021-01-15,10,2021-07-26,21F.Iota
1631,United Kingdom,2021-01-21,21,2021-05-01,21F.Iota
1632,Singapore,2021-01-26,6,2021-04-04,21F.Iota
1633,Aruba,2021-01-28,102,2021-06-18,21F.Iota
1634,Ireland,2021-02-01,12,2021-05-07,21F.Iota
1635,Croatia,2021-02-03,4,2021-02-09,21F.Iota
1636,Japan,2021-02-08,5,2021-06-27,21F.Iota
1637,Mexico,2021-02-10,66,2021-07-21,21F.Iota
1638,South Korea,2021-02-11,4,2021-04-14,21F.Iota
1639,Sint Maarten,2021-02-16,17,2021-05-27,21F.Iota
1640,Israel,2021-02-17,9,2021-04-26,21F.Iota
1641,Germany,2021-02-19,38,2021-06-22,21F.Iota
1642,Chile,2021-02-19,6,2021-04-24,21F.Iota
1643,Guatemala,2021-02-19,4,2021-04-16,21F.Iota
1644,Costa Rica,2021-02-22,5,2021-07-16,21F.Iota
1645,Australia,2021-02-24,5,2021-05-21,21F.Iota
1646,Jamaica,2021-03-01,1,2021-03-01,21F.Iota
1647,Portugal,2021-03-03,2,2021-03-04,21F.Iota
1648,Spain,2021-03-09,124,2021-06-25,21F.Iota
1649,Argentina,2021-03-11,18,2021-06-25,21F.Iota
1650,Colombia,2021-03-16,8,2021-05-07,21F.Iota
1651,France,2021-03-16,7,2021-05-25,21F.Iota
1652,New Zealand,2021-03-16,1,2021-03-16,21F.Iota
1653,Ghana,2021-03-18,3,2021-04-08,21F.Iota
1654,Canada,2021-03-19,210,2021-08-09,21F.Iota
1655,Denmark,2021-03-22,8,2021-04-26,21F.Iota
1656,India,2021-03-24,1,2021-03-24,21F.Iota
1657,Sweden,2021-03-30,4,2021-05-14,21F.Iota
1658,Liberia,2021-03-31,1,2021-03-31,21F.Iota
1659,Bahamas,2021-04-06,1,2021-04-06,21F.Iota
1660,Afghanistan,2021-04-07,1,2021-04-07,21F.Iota
1661,Italy,2021-04-11,9,2021-06-21,21F.Iota
1662,Romania,2021-04-17,2,2021-04-17,21F.Iota
1663,Austria,2021-04-18,2,2021-04-22,21F.Iota
1664,Panama,2021-04-19,2,2021-04-29,21F.Iota
1665,Netherlands,2021-04-19,2,2021-04-19,21F.Iota
1666,Lithuania,2021-04-22,7,2021-05-28,21F.Iota
1667,Antigua and Barbuda,2021-05-03,1,2021-05-03,21F.Iota
1668,Georgia,2021-05-05,1,2021-05-05,21F.Iota
1669,Belize,2021-05-07,1,2021-05-07,21F.Iota
1670,Iceland,2021-05-12,1,2021-05-12,21F.Iota
1671,Slovenia,2021-05-13,4,2021-05-27,21F.Iota
1672,Belgium,2021-07-08,1,2021-07-08,21F.Iota
1673,Guyana,2021-09-06,2,2021-09-06,21F.Iota
1674,Switzerland,2020-07-16,86,2020-12-23,S.D80Y
1675,Austria,2020-07-22,1,2020-07-22,S.D80Y
1676,United Kingdom,2020-07-22,284,2021-09-13,S.D80Y
1677,France,2020-07-24,233,2021-09-01,S.D80Y
1678,Denmark,2020-08-03,63,2020-09-28,S.D80Y
1679,Norway,2020-08-04,111,2020-11-02,S.D80Y
1680,Slovenia,2020-08-05,6,2020-08-28,S.D80Y
1681,Germany,2020-08-12,45,2021-02-15,S.D80Y
1682,Ireland,2020-08-12,13,2020-10-18,S.D80Y
1683,Belgium,2020-08-18,8,2020-09-20,S.D80Y
1684,Italy,2020-08-21,64,2021-02-10,S.D80Y
1685,Netherlands,2020-08-24,26,2020-12-11,S.D80Y
1686,Iceland,2020-08-25,1,2020-08-25,S.D80Y
1687,Greece,2020-09-12,1,2020-09-12,S.D80Y
1688,Singapore,2020-10-10,1,2020-10-10,S.D80Y
1689,Taiwan,2020-11-01,1,2020-11-01,S.D80Y
1690,Spain,2020-11-06,3,2021-02-15,S.D80Y
1691,Portugal,2020-11-10,9,2021-02-09,S.D80Y
1692,Egypt,2020-11-17,1,2020-11-17,S.D80Y
1693,India,2021-09-14,2,2021-09-22,S.D80Y
1694,USA,2020-05-17,1098,2021-09-14,S.Q677H.Quail
1695,Mexico,2020-09-05,25,2021-06-10,S.Q677H.Quail
1696,Japan,2020-10-23,1,2020-10-23,S.Q677H.Quail
1697,Canada,2020-11-19,8,2021-01-10,S.Q677H.Quail
1698,Spain,2021-01-23,3,2021-02-08,S.Q677H.Quail
1699,China,2019-10-22,3,2020-07-28,DanishCluster
1700,New Zealand,2020-03-03,1,2020-03-03,DanishCluster
1701,Curacao,2020-03-10,1,2020-03-10,DanishCluster
1702,United Kingdom,2020-03-12,1254,2021-11-24,DanishCluster
1703,Australia,2020-03-23,19,2021-10-04,DanishCluster
1704,Spain,2020-03-25,85,2021-10-30,DanishCluster
1705,United Arab Emirates,2020-03-30,5,2021-02-03,DanishCluster
1706,USA,2020-04-14,2218,2021-11-19,DanishCluster
1707,Brazil,2020-04-20,143,2021-11-03,DanishCluster
1708,Mexico,2020-04-24,34,2021-11-03,DanishCluster
1709,Democratic Republic of the Congo,2020-04-30,3,2020-06-01,DanishCluster
1710,Japan,2020-05-18,1244,2021-09-28,DanishCluster
1711,Denmark,2020-06-08,1670,2021-11-16,DanishCluster
1712,South Korea,2020-06-22,6,2021-10-10,DanishCluster
1713,India,2020-06-26,79,2021-10-11,DanishCluster
1714,Italy,2020-07-07,144,2021-11-19,DanishCluster
1715,Nigeria,2020-07-09,4,2021-09-02,DanishCluster
1716,Bangladesh,2020-07-12,7,2021-07-15,DanishCluster
1717,Zambia,2020-07-17,2,2020-07-26,DanishCluster
1718,South Africa,2020-07-27,15,2021-10-29,DanishCluster
1719,Colombia,2020-09-02,8,2021-09-10,DanishCluster
1720,Romania,2020-09-16,15,2021-11-05,DanishCluster
1721,Germany,2020-09-22,244,2021-11-11,DanishCluster
1722,France,2020-10-09,100,2021-11-05,DanishCluster
1723,Finland,2020-10-09,12,2021-08-06,DanishCluster
1724,Switzerland,2020-10-14,90,2021-11-05,DanishCluster
1725,Slovenia,2020-10-17,13,2021-10-07,DanishCluster
1726,Belgium,2020-10-20,56,2021-11-23,DanishCluster
1727,Canada,2020-10-22,330,2021-11-10,DanishCluster
1728,Netherlands,2020-11-13,49,2021-11-10,DanishCluster
1729,Portugal,2020-11-13,71,2021-11-16,DanishCluster
1730,Thailand,2020-11-18,4,2021-09-22,DanishCluster
1731,Bolivia,2020-11-19,1,2020-11-19,DanishCluster
1732,Singapore,2020-11-27,4,2021-11-18,DanishCluster
1733,Indonesia,2020-12-03,5,2021-09-24,DanishCluster
1734,Republic of the Congo,2020-12-05,2,2020-12-09,DanishCluster
1735,Turkey,2020-12-07,64,2021-11-10,DanishCluster
1736,Pakistan,2020-12-10,2,2021-06-01,DanishCluster
1737,Luxembourg,2020-12-10,13,2021-09-06,DanishCluster
1738,Chile,2020-12-21,10,2021-11-11,DanishCluster
1739,Norway,2020-12-25,24,2021-10-22,DanishCluster
1740,Burkina Faso,2020-12-30,2,2021-01-11,DanishCluster
1741,Ghana,2021-01-07,3,2021-09-14,DanishCluster
1742,Israel,2021-01-07,182,2021-11-19,DanishCluster
1743,Czech Republic,2021-01-08,5,2021-08-18,DanishCluster
1744,Zimbabwe,2021-01-11,1,2021-01-11,DanishCluster
1745,Sweden,2021-01-17,35,2021-11-15,DanishCluster
1746,Mozambique,2021-01-19,1,2021-01-19,DanishCluster
1747,Cameroon,2021-01-27,1,2021-01-27,DanishCluster
1748,Angola,2021-02-13,3,2021-02-13,DanishCluster
1749,Ireland,2021-02-16,58,2021-11-19,DanishCluster
1750,Iraq,2021-02-22,1,2021-02-22,DanishCluster
1751,Greece,2021-02-24,3,2021-09-20,DanishCluster
1752,Croatia,2021-03-09,5,2021-09-30,DanishCluster
1753,Poland,2021-03-15,40,2021-11-13,DanishCluster
1754,Russia,2021-03-17,12,2021-11-03,DanishCluster
1755,Estonia,2021-03-18,4,2021-05-06,DanishCluster
1756,Jamaica,2021-03-31,1,2021-03-31,DanishCluster
1757,Kenya,2021-03-31,14,2021-07-01,DanishCluster
1758,Slovakia,2021-04-01,6,2021-11-03,DanishCluster
1759,Timor-Leste,2021-04-06,4,2021-06-16,DanishCluster
1760,Qatar,2021-04-14,5,2021-09-04,DanishCluster
1761,Lithuania,2021-04-23,5,2021-09-27,DanishCluster
1762,Philippines,2021-04-27,16,2021-08-24,DanishCluster
1763,Ecuador,2021-05-04,10,2021-09-17,DanishCluster
1764,Latvia,2021-05-07,4,2021-05-16,DanishCluster
1765,Peru,2021-05-18,16,2021-11-02,DanishCluster
1766,Dominican Republic,2021-05-21,1,2021-05-21,DanishCluster
1767,Seychelles,2021-06-04,1,2021-06-04,DanishCluster
1768,Oman,2021-06-09,3,2021-06-09,DanishCluster
1769,Benin,2021-06-14,2,2021-07-16,DanishCluster
1770,Argentina,2021-06-24,8,2021-10-10,DanishCluster
1771,Kuwait,2021-07-01,4,2021-09-22,DanishCluster
1772,Georgia,2021-07-11,1,2021-07-11,DanishCluster
1773,Suriname,2021-07-12,1,2021-07-12,DanishCluster
1774,Botswana,2021-07-23,1,2021-07-23,DanishCluster
1775,Armenia,2021-07-31,1,2021-07-31,DanishCluster
1776,Austria,2021-08-13,1,2021-08-13,DanishCluster
1777,Kazakhstan,2021-08-17,1,2021-08-17,DanishCluster
1778,Sri Lanka,2021-08-28,2,2021-08-28,DanishCluster
1779,Bulgaria,2021-10-02,1,2021-10-02,DanishCluster
1780,Malaysia,2021-10-02,1,2021-10-02,DanishCluster
1781,Bahrain,2021-10-14,2,2021-10-30,DanishCluster
1782,Equatorial Guinea,2021-02-06,1,2021-02-06,20A.S.126A
1783,Cameroon,2021-02-10,10,2021-09-17,20A.S.126A
1784,France,2021-02-25,136,2021-07-29,20A.S.126A
1785,Belgium,2021-03-01,39,2021-08-10,20A.S.126A
1786,United Kingdom,2021-03-01,22,2021-08-02,20A.S.126A
1787,Central African Republic,2021-03-02,21,2021-04-26,20A.S.126A
1788,Gabon,2021-03-07,3,2021-05-08,20A.S.126A
1789,Germany,2021-03-09,59,2021-07-22,20A.S.126A
1790,Philippines,2021-03-09,2,2021-03-09,20A.S.126A
1791,Lithuania,2021-03-15,186,2021-06-24,20A.S.126A
1792,Switzerland,2021-03-16,46,2021-09-06,20A.S.126A
1793,Luxembourg,2021-03-17,3,2021-06-10,20A.S.126A
1794,USA,2021-03-25,26,2021-06-19,20A.S.126A
1795,Czech Republic,2021-03-25,5,2021-04-19,20A.S.126A
1796,Spain,2021-03-26,3,2021-03-31,20A.S.126A
1797,South Korea,2021-03-27,395,2021-09-01,20A.S.126A
1798,Angola,2021-03-29,2,2021-03-30,20A.S.126A
1799,Canada,2021-04-04,27,2021-06-21,20A.S.126A
1800,Ireland,2021-04-08,1,2021-04-08,20A.S.126A
1801,Norway,2021-04-09,1,2021-04-09,20A.S.126A
1802,Ghana,2021-04-14,2,2021-04-14,20A.S.126A
1803,Italy,2021-04-15,14,2021-07-09,20A.S.126A
1804,Sweden,2021-04-16,3,2021-05-19,20A.S.126A
1805,Portugal,2021-04-18,14,2021-05-14,20A.S.126A
1806,Finland,2021-04-28,4,2021-07-09,20A.S.126A
1807,Netherlands,2021-05-05,1,2021-05-05,20A.S.126A
1808,Indonesia,2021-05-05,1,2021-05-05,20A.S.126A
1809,Republic of the Congo,2021-05-14,53,2021-07-28,20A.S.126A
1810,Benin,2021-05-25,1,2021-05-25,20A.S.126A
1811,Hong Kong,2021-05-29,3,2021-06-05,20A.S.126A
1812,Democratic Republic of the Congo,2021-06-03,2,2021-07-11,20A.S.126A
1813,Senegal,2021-06-05,1,2021-06-05,20A.S.126A
1814,India,2021-06-10,1,2021-06-10,20A.S.126A
1815,Togo,2021-06-15,1,2021-06-15,20A.S.126A
1816,Nigeria,2021-07-26,1,2021-07-26,20A.S.126A
1817,China,2019-10-22,2,2020-05-25,S.Q677H.Mockingbird
1818,Laos,2020-07-07,2,2020-07-10,S.Q677H.Mockingbird
1819,USA,2020-11-07,929,2021-07-20,S.Q677H.Mockingbird
1820,Chile,2020-12-23,2,2020-12-26,S.Q677H.Mockingbird
1821,Brazil,2021-01-03,1,2021-01-03,S.Q677H.Mockingbird
1822,India,2021-02-13,1,2021-02-13,S.Q677H.Mockingbird
1823,China,2019-10-22,6,2021-04-26,S.K417
1824,United Kingdom,2020-04-16,1352,2021-11-23,S.K417
1825,Canada,2020-04-18,693,2021-11-23,S.K417
1826,Germany,2020-04-19,2081,2021-10-29,S.K417
1827,United Arab Emirates,2020-04-22,45,2021-05-02,S.K417
1828,USA,2020-05-20,8914,2021-11-20,S.K417
1829,Djibouti,2020-06-15,132,2021-05-07,S.K417
1830,Brazil,2020-06-26,27,2021-11-25,S.K417
1831,Laos,2020-07-07,2,2020-07-10,S.K417
1832,Japan,2020-07-12,186,2021-09-17,S.K417
1833,South Africa,2020-08-17,7041,2021-11-23,S.K417
1834,Mozambique,2020-08-22,399,2021-06-22,S.K417
1835,Angola,2020-08-25,368,2021-07-16,S.K417
1836,Zimbabwe,2020-09-01,348,2021-06-25,S.K417
1837,Botswana,2020-09-09,360,2021-11-23,S.K417
1838,Bangladesh,2020-10-27,410,2021-07-13,S.K417
1839,India,2020-11-01,345,2021-10-09,S.K417
1840,Denmark,2020-11-02,152,2021-11-19,S.K417
1841,Madagascar,2020-11-03,202,2021-04-26,S.K417
1842,Sweden,2020-11-08,2654,2021-11-19,S.K417
1843,Switzerland,2020-11-12,379,2021-10-15,S.K417
1844,Eswatini,2020-11-13,29,2021-07-09,S.K417
1845,Norway,2020-11-19,423,2021-10-18,S.K417
1846,Malawi,2020-11-25,335,2021-06-21,S.K417
1847,Malaysia,2020-12-01,196,2021-11-05,S.K417
1848,Zambia,2020-12-01,181,2021-06-04,S.K417
1849,Mauritius,2020-12-06,7,2021-06-17,S.K417
1850,Australia,2020-12-10,103,2021-11-28,S.K417
1851,Kenya,2020-12-15,218,2021-07-14,S.K417
1852,Lesotho,2020-12-16,14,2021-01-18,S.K417
1853,Israel,2020-12-17,256,2021-10-11,S.K417
1854,Finland,2020-12-19,123,2021-09-12,S.K417
1855,Belgium,2020-12-20,1130,2021-11-24,S.K417
1856,Ireland,2020-12-22,85,2021-10-07,S.K417
1857,Netherlands,2020-12-22,706,2021-11-09,S.K417
1858,France,2020-12-22,6161,2021-10-26,S.K417
1859,Austria,2020-12-23,279,2021-11-28,S.K417
1860,Spain,2020-12-24,1588,2021-10-15,S.K417
1861,South Korea,2020-12-26,41,2021-09-15,S.K417
1862,Hong Kong,2020-12-27,90,2021-11-21,S.K417
1863,Rwanda,2020-12-28,52,2021-08-26,S.K417
1864,New Zealand,2020-12-29,29,2021-08-20,S.K417
1865,Qatar,2020-12-29,529,2021-09-03,S.K417
1866,Portugal,2021-01-02,195,2021-11-27,S.K417
1867,Cameroon,2021-01-05,10,2021-09-17,S.K417
1868,Union of the Comoros,2021-01-05,6,2021-01-10,S.K417
1869,Ghana,2021-01-06,23,2021-08-06,S.K417
1870,Luxembourg,2021-01-09,916,2021-07-06,S.K417
1871,Panama,2021-01-11,2,2021-01-12,S.K417
1872,Equatorial Guinea,2021-01-12,47,2021-08-27,S.K417
1873,Greece,2021-01-14,58,2021-07-25,S.K417
1874,Russia,2021-01-19,26,2021-06-21,S.K417
1875,Brunei,2021-01-20,1,2021-01-20,S.K417
1876,Latvia,2021-01-21,12,2021-07-01,S.K417
1877,Turkey,2021-01-21,1119,2021-11-11,S.K417
1878,Democratic Republic of the Congo,2021-01-22,9,2021-06-20,S.K417
1879,Indonesia,2021-01-25,25,2021-06-02,S.K417
1880,Oman,2021-01-27,6,2021-04-23,S.K417
1881,Italy,2021-01-29,129,2021-11-28,S.K417
1882,Philippines,2021-01-31,3454,2021-08-31,S.K417
1883,Gabon,2021-02-01,4,2021-04-11,S.K417
1884,Guinea-Bissau,2021-02-01,1,2021-02-01,S.K417
1885,Thailand,2021-02-03,81,2021-09-18,S.K417
1886,Togo,2021-02-03,5,2021-04-01,S.K417
1887,Seychelles,2021-02-05,29,2021-06-01,S.K417
1888,Nigeria,2021-02-05,6,2021-08-02,S.K417
1889,Singapore,2021-02-07,203,2021-08-18,S.K417
1890,Mexico,2021-02-08,105,2021-10-29,S.K417
1891,Poland,2021-02-08,101,2021-10-25,S.K417
1892,Slovakia,2021-02-08,33,2021-11-06,S.K417
1893,Croatia,2021-02-09,44,2021-10-16,S.K417
1894,Slovenia,2021-02-09,36,2021-09-29,S.K417
1895,Costa Rica,2021-02-10,17,2021-08-09,S.K417
1896,Bosnia and Herzegovina,2021-02-11,2,2021-06-07,S.K417
1897,Central African Republic,2021-02-11,2,2021-02-26,S.K417
1898,Uganda,2021-02-13,19,2021-07-15,S.K417
